id_registro,fecha,estado_reporte,es_futuro_simulado,dia_semana,id_cuenta_google,nombre_cuenta_google,responsable_cuenta,codigo_pais,pais,region,moneda,id_alias,alias,producto,id_campana,nombre_campana,canal_anuncio,dispositivo,estrategia_puja,estado_campana,presupuesto_diario,impresiones,clics,ctr,cpc_medio,inversion,conversiones,tasa_conversion,cpa,arpu_esperado_7d,arpu_esperado_30d,ltr_esperado_365d,ingresos_esperados_7d,ingresos_esperados_30d,ingresos_ltr_esperados,roas_7d,roas_30d,roas_ltr,beneficio_esperado_30d,beneficio_esperado_ltr,ratio_rentabilidad_ltr,margen_beneficio_ltr,puntuacion_calidad,flag_calidad_datos,evento_sintetico
REC-000038,2026-06-01,historico,False,lunes,GADS-002,Basebone_EU_Core,Growth EU,SE,Suecia,Europa,SEK,ALIAS-02-08,BB_SE_GAM_PM_02_08,Juegos,CMP-002-08,SE_GAM_PerformanceMax_GADS-002,Performance Max,escritorio,ROAS objetivo,activa,3000.0,40384,1685,0.04173,1.13,1904.24,82,0.04866,23.22,1.83,6.04,16.15,150.13,495.16,1323.93,0.0788,0.26,0.6953,-1409.08,-580.31,-0.3047,-0.4383,8,ok,sin_evento
REC-000045,2026-06-01,historico,False,lunes,GADS-002,Basebone_EU_Core,Growth EU,SE,Suecia,Europa,SEK,ALIAS-02-15,BB_SE_GAM_Y_02_15,Juegos,CMP-002-15,SE_GAM_YouTube_GADS-002,YouTube,movil,Maximizar valor de conversion,activa,400.0,26228,806,0.03076,0.49,395.49,50,0.06203,7.91,1.43,4.89,13.41,71.61,244.72,670.3,0.1811,0.6188,1.6949,-150.77,274.81,0.6949,0.41,9,ok,sin_evento
REC-000054,2026-06-01,historico,False,lunes,GADS-002,Basebone_EU_Core,Growth EU,SE,Suecia,Europa,SEK,ALIAS-02-24,BB_SE_LIF_DG_02_24,Estilo de vida,CMP-002-24,SE_LIF_DemandGen_GADS-002,Demand Gen,movil,ROAS objetivo,activa,400.0,27976,1220,0.04364,0.37,453.85,78,0.06393,5.82,1.14,3.63,9.93,88.79,283.51,774.52,0.1956,0.6247,1.7066,-170.34,320.67,0.7066,0.414,7,ok,sin_evento
REC-000051,2026-06-01,historico,False,lunes,GADS-002,Basebone_EU_Core,Growth EU,SE,Suecia,Europa,SEK,ALIAS-02-21,BB_SE_LIF_PM_02_21,Estilo de vida,CMP-002-21,SE_LIF_PerformanceMax_GADS-002,Performance Max,movil,Maximizar valor de conversion,activa,1200.0,51756,2767,0.05348,0.45,1244.71,257,0.09288,4.84,1.13,3.05,9.18,289.4,783.98,2358.69,0.2325,0.6298,1.895,-460.73,1113.98,0.895,0.4723,10,ok,sin_evento
REC-000031,2026-06-01,historico,False,lunes,GADS-002,Basebone_EU_Core,Growth EU,SE,Suecia,Europa,SEK,ALIAS-02-01,BB_SE_LIF_U_02_01,Estilo de vida,CMP-002-01,SE_LIF_UAC_GADS-002,UAC,movil,ROAS objetivo,activa,3000.0,33515,1535,0.04581,0.86,1320.29,75,0.04886,17.6,1.63,4.66,12.64,121.94,349.66,948.19,0.0924,0.2648,0.7182,-970.63,-372.1,-0.2818,-0.3924,7,ok,sin_evento
REC-000046,2026-06-01,historico,False,lunes,GADS-002,Basebone_EU_Core,Growth EU,SE,Suecia,Europa,SEK,ALIAS-02-16,BB_SE_MOB_PM_02_16,Contenido móvil,CMP-002-16,SE_MOB_PerformanceMax_GADS-002,Performance Max,escritorio,tCPA,activa,600.0,21774,1320,0.06064,0.48,636.26,138,0.10455,4.61,1.21,3.24,8.35,166.83,446.67,1151.94,0.2622,0.702,1.8105,-189.59,515.68,0.8105,0.4477,10,ok,sin_evento
REC-000085,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-25,BB_BR_ENT_D_03_25,Entretenimiento,CMP-003-25,BR_ENT_Display_GADS-003,Display,movil,ROAS objetivo,activa,1200.0,78729,1919,0.02438,0.2,392.61,50,0.02606,7.85,0.76,2.04,5.34,38.15,101.93,266.89,0.0972,0.2596,0.6798,-290.68,-125.72,-0.3202,-0.4711,9,ok,sin_evento
REC-000072,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-12,BB_BR_FIT_DG_03_12,Fitness,CMP-003-12,BR_FIT_DemandGen_GADS-003,Demand Gen,movil,Maximizar valor de conversion,activa,250.0,29287,1144,0.03907,0.23,257.94,68,0.05944,3.79,0.76,1.74,5.35,51.89,118.46,363.5,0.2012,0.4593,1.4092,-139.48,105.56,0.4092,0.2904,10,ok,sin_evento
REC-000069,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-09,BB_BR_FIT_D_03_09,Fitness,CMP-003-09,BR_FIT_Display_GADS-003,Display,movil,Maximizar valor de conversion,activa,1600.0,139359,3426,0.02458,0.21,730.62,70,0.02043,10.44,0.98,2.69,6.85,68.75,188.27,479.29,0.0941,0.2577,0.656,-542.35,-251.33,-0.344,-0.5244,6,ok,sin_evento
REC-000086,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-26,BB_BR_FIT_PM_03_26,Fitness,CMP-003-26,BR_FIT_PerformanceMax_GADS-003,Performance Max,movil,Maximizar conversiones,activa,2200.0,44023,2286,0.05195,0.32,730.64,114,0.04987,6.41,0.63,1.54,4.85,71.41,175.15,553.24,0.0977,0.2397,0.7572,-555.49,-177.4,-0.2428,-0.3207,8,ok,sin_evento
REC-000080,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-20,BB_BR_FIT_U_03_20,Fitness,CMP-003-20,BR_FIT_UAC_GADS-003,UAC,movil,tCPA,activa,2200.0,28072,1607,0.05725,0.3,482.6,78,0.04854,6.19,0.62,1.87,5.1,48.46,145.8,397.92,0.1004,0.3021,0.8245,-336.8,-84.68,-0.1755,-0.2128,9,ok,sin_evento
REC-000078,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-18,BB_BR_GAM_DG_03_18,Juegos,CMP-003-18,BR_GAM_DemandGen_GADS-003,Demand Gen,movil,Maximizar conversiones,activa,2200.0,28343,1319,0.04657,0.25,329.77,119,0.09022,2.77,0.67,1.65,4.72,79.67,196.23,561.2,0.2416,0.5951,1.7018,-133.54,231.43,0.7018,0.4124,9,ok,sin_evento
REC-000075,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-15,BB_BR_LIF_PM_03_15,Estilo de vida,CMP-003-15,BR_LIF_PerformanceMax_GADS-003,Performance Max,escritorio,Maximizar conversiones,activa,250.0,155406,7563,0.04867,0.03,256.44,492,0.06505,0.52,0.17,0.48,1.33,83.21,234.77,653.94,0.3245,0.9155,2.5501,-21.67,397.5,1.5501,0.6079,6,ok,sin_evento
REC-000081,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-21,BB_BR_LIF_S_03_21,Estilo de vida,CMP-003-21,BR_LIF_Search_GADS-003,Busqueda,movil,ROAS objetivo,activa,400.0,59503,5360,0.09009,0.07,385.72,543,0.10131,0.71,0.21,0.63,1.75,113.09,343.05,952.25,0.2932,0.8894,2.4688,-42.67,566.53,1.4688,0.5949,8,ok,sin_evento
REC-000070,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-10,BB_BR_LRN_DG_03_10,Formación,CMP-003-10,BR_LRN_DemandGen_GADS-003,Demand Gen,movil,ROAS objetivo,activa,850.0,97263,3187,0.03277,0.26,825.84,244,0.07656,3.38,0.78,1.95,5.54,190.23,475.06,1350.85,0.2303,0.5752,1.6357,-350.78,525.01,0.6357,0.3887,9,ok,sin_evento
REC-000082,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-22,BB_BR_LRN_D_03_22,Formación,CMP-003-22,BR_LRN_Discovery_GADS-003,Discovery,movil,Maximizar valor de conversion,activa,1200.0,36589,1274,0.03482,0.27,342.08,37,0.02904,9.25,0.77,2.51,6.6,28.38,92.69,244.13,0.083,0.271,0.7137,-249.39,-97.95,-0.2863,-0.4012,8,ok,sin_evento
REC-000064,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-04,BB_BR_MOB_DG_03_04,Contenido móvil,CMP-003-04,BR_MOB_DemandGen_GADS-003,Demand Gen,escritorio,Maximizar valor de conversion,activa,3000.0,77106,3801,0.0493,0.24,922.6,298,0.0784,3.1,0.56,1.42,4.26,166.66,422.85,1269.97,0.1806,0.4583,1.3765,-499.75,347.37,0.3765,0.2735,8,ok,sin_evento
REC-000087,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,BR,Brasil,LATAM,BRL,ALIAS-03-27,BB_BR_MOB_D_03_27,Contenido móvil,CMP-003-27,BR_MOB_Discovery_GADS-003,Discovery,movil,Maximizar conversiones,activa,250.0,81071,3746,0.04621,0.07,258.74,179,0.04778,1.45,0.3,1.01,2.71,53.79,180.11,484.98,0.2079,0.6961,1.8744,-78.63,226.24,0.8744,0.4665,7,ok,sin_evento
REC-000067,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-07,BB_MX_ENT_D_03_07,Entretenimiento,CMP-003-07,MX_ENT_Display_GADS-003,Display,movil,Maximizar valor de conversion,activa,850.0,149846,4383,0.02925,0.2,861.36,135,0.0308,6.38,0.75,2.01,5.6,101.56,271.27,756.22,0.1179,0.3149,0.8779,-590.09,-105.14,-0.1221,-0.139,8,ok,sin_evento
REC-000061,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-01,BB_MX_ENT_PM_03_01,Entretenimiento,CMP-003-01,MX_ENT_PerformanceMax_GADS-003,Performance Max,escritorio,Maximizar conversiones,activa,400.0,114919,5530,0.04812,0.08,460.86,511,0.09241,0.9,0.27,0.78,2.19,136.45,398.62,1116.86,0.2961,0.8649,2.4234,-62.24,656.0,1.4234,0.5874,8,ok,sin_evento
REC-000065,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-05,BB_MX_ENT_U_03_05,Entretenimiento,CMP-003-05,MX_ENT_UAC_GADS-003,UAC,movil,ROAS objetivo,activa,3000.0,131728,5943,0.04512,0.38,2259.51,344,0.05788,6.57,0.58,1.81,5.09,199.52,623.92,1751.29,0.0883,0.2761,0.7751,-1635.59,-508.22,-0.2249,-0.2902,7,ok,sin_evento
REC-000088,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-28,BB_MX_ENT_Y_03_28,Entretenimiento,CMP-003-28,MX_ENT_YouTube_GADS-003,YouTube,movil,ROAS objetivo,activa,3000.0,125022,4299,0.03439,0.29,1267.83,130,0.03024,9.75,0.88,2.41,6.67,114.03,313.84,867.23,0.0899,0.2475,0.684,-953.99,-400.6,-0.316,-0.4619,8,ok,sin_evento
REC-000076,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-16,BB_MX_GAM_DG_03_16,Juegos,CMP-003-16,MX_GAM_DemandGen_GADS-003,Demand Gen,movil,Maximizar conversiones,activa,3000.0,36025,1667,0.0463,0.29,477.9,81,0.04859,5.9,0.72,2.09,6.33,58.38,169.6,512.61,0.1222,0.3549,1.0726,-308.3,34.71,0.0726,0.0677,7,ok,sin_evento
REC-000071,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-11,BB_MX_GAM_D_03_11,Juegos,CMP-003-11,MX_GAM_Display_GADS-003,Display,escritorio,Maximizar valor de conversion,activa,2200.0,94951,2474,0.02606,0.24,588.25,79,0.03193,7.45,0.72,2.2,6.49,56.52,173.5,512.8,0.0961,0.2949,0.8717,-414.75,-75.45,-0.1283,-0.1471,9,ok,sin_evento
REC-000077,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-17,BB_MX_LIF_U_03_17,Estilo de vida,CMP-003-17,MX_LIF_UAC_GADS-003,UAC,escritorio,Maximizar conversiones,activa,400.0,79859,4666,0.05843,0.09,435.58,340,0.07287,1.28,0.35,1.02,2.68,119.02,345.45,909.69,0.2732,0.7931,2.0885,-90.13,474.11,1.0885,0.5212,6,ok,sin_evento
REC-000063,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-03,BB_MX_LRN_D_03_03,Formación,CMP-003-03,MX_LRN_Discovery_GADS-003,Discovery,tablet,Maximizar valor de conversion,activa,1600.0,98489,4665,0.04737,0.27,1236.97,338,0.07245,3.66,0.63,2.04,5.94,214.37,690.47,2006.5,0.1733,0.5582,1.6221,-546.5,769.53,0.6221,0.3835,10,ok,sin_evento
REC-000068,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-08,BB_MX_LRN_D_03_08,Formación,CMP-003-08,MX_LRN_Display_GADS-003,Display,movil,tCPA,activa,2200.0,34003,1052,0.03095,0.2,206.35,22,0.02091,9.38,0.91,2.16,6.84,19.97,47.51,150.44,0.0968,0.2302,0.7291,-158.84,-55.91,-0.2709,-0.3716,7,ok,sin_evento
REC-000073,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-13,BB_MX_LRN_PM_03_13,Formación,CMP-003-13,MX_LRN_PerformanceMax_GADS-003,Performance Max,movil,ROAS objetivo,activa,1600.0,25564,1077,0.04215,0.4,430.41,61,0.05664,7.06,0.83,2.37,6.72,50.44,144.28,409.81,0.1172,0.3352,0.9521,-286.13,-20.6,-0.0479,-0.0503,8,ok,sin_evento
REC-000084,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-24,BB_MX_LRN_PM_03_24,Formación,CMP-003-24,MX_LRN_PerformanceMax_GADS-003,Performance Max,movil,Maximizar valor de conversion,activa,2200.0,110871,5842,0.0527,0.39,2300.0,482,0.08251,4.77,0.79,2.36,7.07,381.25,1137.21,3405.58,0.1658,0.4944,1.4807,-1162.79,1105.58,0.4807,0.3246,8,ok,sin_evento
REC-000074,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-14,BB_MX_LRN_Y_03_14,Formación,CMP-003-14,MX_LRN_YouTube_GADS-003,YouTube,movil,tCPA,activa,400.0,86454,3337,0.0386,0.13,446.01,119,0.03566,3.75,0.81,1.89,5.8,96.06,225.46,689.77,0.2154,0.5055,1.5465,-220.55,243.76,0.5465,0.3534,8,ok,sin_evento
REC-000062,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-02,BB_MX_MOB_DG_03_02,Contenido móvil,CMP-003-02,MX_MOB_DemandGen_GADS-003,Demand Gen,escritorio,tCPA,activa,850.0,102305,4429,0.0433,0.21,911.52,178,0.04019,5.12,0.49,1.43,4.35,86.5,253.74,774.56,0.0949,0.2784,0.8497,-657.78,-136.96,-0.1503,-0.1768,8,ok,sin_evento
REC-000083,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-23,BB_MX_MOB_DG_03_23,Contenido móvil,CMP-003-23,MX_MOB_DemandGen_GADS-003,Demand Gen,escritorio,tCPA,activa,850.0,55869,2375,0.04252,0.3,706.23,110,0.04632,6.42,0.63,1.71,4.58,68.92,188.61,504.34,0.0976,0.2671,0.7141,-517.62,-201.89,-0.2859,-0.4003,8,ok,sin_evento
REC-000089,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-29,BB_MX_MOB_DG_03_29,Contenido móvil,CMP-003-29,MX_MOB_DemandGen_GADS-003,Demand Gen,movil,ROAS objetivo,activa,3000.0,63609,3154,0.04958,0.35,1089.04,159,0.05041,6.85,0.63,1.69,4.7,99.61,269.01,747.35,0.0915,0.247,0.6862,-820.03,-341.69,-0.3138,-0.4572,9,ok,sin_evento
REC-000090,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-30,BB_MX_MOB_PM_03_30,Contenido móvil,CMP-003-30,MX_MOB_PerformanceMax_GADS-003,Performance Max,movil,Maximizar valor de conversion,activa,600.0,74763,3572,0.04779,0.19,683.51,195,0.05459,3.51,0.51,1.45,4.39,100.05,282.07,856.78,0.1464,0.4127,1.2535,-401.44,173.27,0.2535,0.2022,6,ok,sin_evento
REC-000079,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-19,BB_MX_MOB_U_03_19,Contenido móvil,CMP-003-19,MX_MOB_UAC_GADS-003,UAC,escritorio,tCPA,activa,1200.0,112877,5245,0.04647,0.24,1245.44,351,0.06692,3.55,0.52,1.47,4.04,183.84,516.99,1418.92,0.1476,0.4151,1.1393,-728.45,173.48,0.1393,0.1223,8,ok,sin_evento
REC-000066,2026-06-01,historico,False,lunes,GADS-003,Basebone_LATAM_Growth,Growth LATAM,MX,México,LATAM,MXN,ALIAS-03-06,BB_MX_MOB_Y_03_06,Contenido móvil,CMP-003-06,MX_MOB_YouTube_GADS-003,YouTube,escritorio,tCPA,activa,1600.0,65057,2578,0.03964,0.34,878.19,125,0.04849,7.03,0.52,1.67,4.76,64.58,209.33,595.47,0.0735,0.2384,0.6781,-668.86,-282.72,-0.3219,-0.4748,7,ok,sin_evento
REC-000116,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,AU,Australia,Oceanía,AUD,ALIAS-04-26,BB_AU_FIT_D_04_26,Fitness,CMP-004-26,AU_FIT_Discovery_GADS-004,Discovery,movil,Maximizar valor de conversion,activa,600.0,53209,2039,0.03832,0.32,643.75,125,0.0613,5.15,1.41,3.75,10.63,175.7,468.74,1328.16,0.2729,0.7281,2.0632,-175.01,684.41,1.0632,0.5153,7,ok,sin_evento
REC-000112,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,AU,Australia,Oceanía,AUD,ALIAS-04-22,BB_AU_LIF_D_04_22,Estilo de vida,CMP-004-22,AU_LIF_Discovery_GADS-004,Discovery,movil,tCPA,activa,400.0,9397,466,0.04964,0.7,324.01,36,0.07725,9.0,1.76,4.62,12.95,63.52,166.44,466.3,0.196,0.5137,1.4392,-157.57,142.29,0.4392,0.3051,8,ok,sin_evento
REC-000102,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,AU,Australia,Oceanía,AUD,ALIAS-04-12,BB_AU_LIF_Y_04_12,Estilo de vida,CMP-004-12,AU_LIF_YouTube_GADS-004,YouTube,movil,ROAS objetivo,activa,1200.0,23749,710,0.02992,0.71,505.86,31,0.04366,16.32,1.82,4.69,12.66,56.38,145.24,392.58,0.1115,0.2871,0.7761,-360.62,-113.28,-0.2239,-0.2886,8,ok,sin_evento
REC-000110,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-20,BB_ES_ENT_D_04_20,Entretenimiento,CMP-004-20,ES_ENT_Discovery_GADS-004,Discovery,movil,tCPA,activa,3000.0,56269,2866,0.05094,0.58,1670.93,202,0.07048,8.27,1.16,3.71,9.91,234.3,749.85,2002.27,0.1402,0.4488,1.1983,-921.08,331.34,0.1983,0.1655,9,ok,sin_evento
REC-000105,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-15,BB_ES_FIT_D_04_15,Fitness,CMP-004-15,ES_FIT_Discovery_GADS-004,Discovery,movil,Maximizar conversiones,activa,1200.0,16908,646,0.03823,0.61,391.23,33,0.05108,11.86,1.64,3.85,11.95,54.14,126.98,394.38,0.1384,0.3246,1.0081,-264.25,3.15,0.0081,0.008,9,ok,sin_evento
REC-000117,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-27,BB_ES_FIT_D_04_27,Fitness,CMP-004-27,ES_FIT_Discovery_GADS-004,Discovery,escritorio,Maximizar conversiones,activa,1600.0,45560,2270,0.04982,0.51,1151.63,137,0.06035,8.41,1.28,4.28,11.07,176.01,586.59,1517.16,0.1528,0.5094,1.3174,-565.04,365.53,0.3174,0.2409,9,ok,sin_evento
REC-000104,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-14,BB_ES_FIT_Y_04_14,Fitness,CMP-004-14,ES_FIT_YouTube_GADS-004,YouTube,movil,Maximizar conversiones,activa,1200.0,70150,2856,0.04072,0.49,1402.55,120,0.04202,11.69,1.18,3.33,10.46,141.53,399.84,1255.72,0.1009,0.2851,0.8953,-1002.71,-146.83,-0.1047,-0.1169,8,ok,sin_evento
REC-000113,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-23,BB_ES_GAM_D_04_23,Juegos,CMP-004-23,ES_GAM_Discovery_GADS-004,Discovery,movil,ROAS objetivo,activa,1200.0,25799,1322,0.05126,0.5,665.68,63,0.04766,10.57,1.23,3.75,10.9,77.58,236.56,686.74,0.1165,0.3554,1.0316,-429.12,21.06,0.0316,0.0307,8,ok,sin_evento
REC-000097,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-07,BB_ES_LRN_DG_04_07,Formación,CMP-004-07,ES_LRN_DemandGen_GADS-004,Demand Gen,movil,tCPA,activa,1200.0,86479,3713,0.04294,0.31,1166.14,258,0.06949,4.52,1.26,3.18,8.88,325.39,820.69,2291.09,0.279,0.7038,1.9647,-345.45,1124.95,0.9647,0.491,9,ok,sin_evento
REC-000107,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-17,BB_ES_LRN_DG_04_17,Formación,CMP-004-17,ES_LRN_DemandGen_GADS-004,Demand Gen,escritorio,ROAS objetivo,activa,400.0,53011,1838,0.03468,0.24,435.28,110,0.05985,3.96,1.09,3.06,7.97,119.55,336.85,876.29,0.2747,0.7739,2.0132,-98.43,441.01,1.0132,0.5033,9,ok,sin_evento
REC-000108,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-18,BB_ES_LRN_DG_04_18,Formación,CMP-004-18,ES_LRN_DemandGen_GADS-004,Demand Gen,movil,ROAS objetivo,activa,250.0,102593,3769,0.03675,0.07,271.46,260,0.06898,1.04,0.33,1.0,2.75,86.69,260.85,715.73,0.3193,0.9609,2.6366,-10.61,444.27,1.6366,0.6207,9,ok,sin_evento
REC-000114,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-24,BB_ES_LRN_DG_04_24,Formación,CMP-004-24,ES_LRN_DemandGen_GADS-004,Demand Gen,movil,Maximizar conversiones,activa,600.0,41424,2014,0.04863,0.3,607.94,106,0.05263,5.74,1.42,3.5,9.93,150.95,371.5,1052.5,0.2483,0.6111,1.7313,-236.44,444.56,0.7313,0.4224,8,ok,sin_evento
REC-000103,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-13,BB_ES_LRN_D_04_13,Formación,CMP-004-13,ES_LRN_Discovery_GADS-004,Discovery,movil,Maximizar valor de conversion,activa,1200.0,45456,1767,0.03888,0.52,918.22,97,0.0549,9.47,1.56,4.49,12.45,151.77,435.63,1207.68,0.1653,0.4744,1.3152,-482.59,289.46,0.3152,0.2397,10,ok,sin_evento
REC-000106,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-16,BB_ES_MOB_DG_04_16,Contenido móvil,CMP-004-16,ES_MOB_DemandGen_GADS-004,Demand Gen,movil,Maximizar valor de conversion,activa,2200.0,47785,2266,0.04743,0.6,1359.13,135,0.05958,10.07,0.97,2.63,7.27,130.62,355.49,981.99,0.0961,0.2616,0.7225,-1003.64,-377.14,-0.2775,-0.3841,8,ok,sin_evento
REC-000101,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-11,BB_ES_MOB_D_04_11,Contenido móvil,CMP-004-11,ES_MOB_Discovery_GADS-004,Discovery,movil,Maximizar conversiones,activa,850.0,66996,2869,0.04283,0.34,972.53,226,0.07877,4.3,0.92,2.65,6.97,207.56,598.22,1575.69,0.2134,0.6151,1.6202,-374.31,603.16,0.6202,0.3828,8,ok,sin_evento
REC-000119,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,ES,España,Europa,EUR,ALIAS-04-29,BB_ES_MOB_D_04_29,Contenido móvil,CMP-004-29,ES_MOB_Discovery_GADS-004,Discovery,movil,ROAS objetivo,activa,250.0,33922,1715,0.05057,0.16,272.66,91,0.05306,3.0,0.66,1.93,5.66,59.82,175.77,515.43,0.2194,0.6446,1.8904,-96.89,242.77,0.8904,0.471,8,ok,sin_evento
REC-000092,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,GB,Reino Unido,Europa,GBP,ALIAS-04-02,BB_GB_ENT_DG_04_02,Entretenimiento,CMP-004-02,GB_ENT_DemandGen_GADS-004,Demand Gen,movil,tCPA,activa,600.0,18703,709,0.03795,0.74,523.83,51,0.07193,10.27,1.88,5.65,14.41,95.88,288.17,735.03,0.183,0.5501,1.4032,-235.66,211.2,0.4032,0.2873,9,ok,sin_evento
REC-000100,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,GB,Reino Unido,Europa,GBP,ALIAS-04-10,BB_GB_ENT_DG_04_10,Entretenimiento,CMP-004-10,GB_ENT_DemandGen_GADS-004,Demand Gen,movil,Maximizar conversiones,activa,3000.0,51394,2473,0.04812,0.79,1943.28,196,0.07926,9.91,1.72,4.96,14.35,337.16,972.07,2813.39,0.1735,0.5002,1.4478,-971.21,870.11,0.4478,0.3093,8,ok,sin_evento
REC-000091,2026-06-01,historico,False,lunes,GADS-004,Basebone_Video_Global,Video,GB,Reino Unido,Europa,GBP,ALIAS-04-01,BB_GB_FIT_D_04_01,Fitness,CMP-004-01,GB_FIT_Discovery_GADS-004,Discovery,escritorio,ROAS objetivo,activa,400.0,86554,3930,0.04541,0.11,451.83,194,0.04936,2.33,0.74,2.1,5.74,144.12,407.66,1113.3,0.319,0.9022,2.464,-44.17,661.47,1.464,0.5942,7,ok,sin_evento
